id,name,model,gender,language,style,description
gemini-zubenelgenubi-ukrainian,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,ukrainian,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-bengali,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,bengali,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-marathi,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,marathi,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-tamil,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,tamil,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-telugu,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,telugu,casual,Deep resonant male voice conveying strong authority
gemini-vindemiatrix-chinese,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,chinese,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-arabic,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,arabic,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-german,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,german,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-english,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,english,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-spanish,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,spanish,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-french,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,french,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-hindi,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,hindi,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-indonesian,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,indonesian,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-italian,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,italian,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-japanese,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,japanese,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-korean,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,korean,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-portuguese,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,portuguese,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-russian,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,russian,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-dutch,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,dutch,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-polish,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,polish,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-thai,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,thai,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-turkish,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,turkish,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-vietnamese,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,vietnamese,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-romanian,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,romanian,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-ukrainian,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,ukrainian,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-bengali,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,bengali,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-marathi,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,marathi,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-tamil,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,tamil,gentle,Calm; reflective female voice; mature and composed
gemini-vindemiatrix-telugu,Vindemiatrix,google/gemini-2.5-pro-preview-tts,female,telugu,gentle,Calm; reflective female voice; mature and composed
gemini-sadachbia-chinese,Sadachbia,google/gemini-2.5-pro-preview-tts,male,chinese,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-arabic,Sadachbia,google/gemini-2.5-pro-preview-tts,male,arabic,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-german,Sadachbia,google/gemini-2.5-pro-preview-tts,male,german,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-english,Sadachbia,google/gemini-2.5-pro-preview-tts,male,english,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-spanish,Sadachbia,google/gemini-2.5-pro-preview-tts,male,spanish,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-french,Sadachbia,google/gemini-2.5-pro-preview-tts,male,french,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-hindi,Sadachbia,google/gemini-2.5-pro-preview-tts,male,hindi,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-indonesian,Sadachbia,google/gemini-2.5-pro-preview-tts,male,indonesian,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-italian,Sadachbia,google/gemini-2.5-pro-preview-tts,male,italian,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-japanese,Sadachbia,google/gemini-2.5-pro-preview-tts,male,japanese,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-korean,Sadachbia,google/gemini-2.5-pro-preview-tts,male,korean,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-portuguese,Sadachbia,google/gemini-2.5-pro-preview-tts,male,portuguese,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-russian,Sadachbia,google/gemini-2.5-pro-preview-tts,male,russian,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-dutch,Sadachbia,google/gemini-2.5-pro-preview-tts,male,dutch,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-polish,Sadachbia,google/gemini-2.5-pro-preview-tts,male,polish,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-thai,Sadachbia,google/gemini-2.5-pro-preview-tts,male,thai,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-turkish,Sadachbia,google/gemini-2.5-pro-preview-tts,male,turkish,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-vietnamese,Sadachbia,google/gemini-2.5-pro-preview-tts,male,vietnamese,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-romanian,Sadachbia,google/gemini-2.5-pro-preview-tts,male,romanian,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-ukrainian,Sadachbia,google/gemini-2.5-pro-preview-tts,male,ukrainian,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-bengali,Sadachbia,google/gemini-2.5-pro-preview-tts,male,bengali,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-marathi,Sadachbia,google/gemini-2.5-pro-preview-tts,male,marathi,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-tamil,Sadachbia,google/gemini-2.5-pro-preview-tts,male,tamil,lively,Deep male voice with slight rasp; confident and cool
gemini-sadachbia-telugu,Sadachbia,google/gemini-2.5-pro-preview-tts,male,telugu,lively,Deep male voice with slight rasp; confident and cool
gemini-sadaltager-chinese,Sadaltager,google/gemini-2.5-pro-preview-tts,male,chinese,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-arabic,Sadaltager,google/gemini-2.5-pro-preview-tts,male,arabic,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-german,Sadaltager,google/gemini-2.5-pro-preview-tts,male,german,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-english,Sadaltager,google/gemini-2.5-pro-preview-tts,male,english,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-spanish,Sadaltager,google/gemini-2.5-pro-preview-tts,male,spanish,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-french,Sadaltager,google/gemini-2.5-pro-preview-tts,male,french,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-hindi,Sadaltager,google/gemini-2.5-pro-preview-tts,male,hindi,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-indonesian,Sadaltager,google/gemini-2.5-pro-preview-tts,male,indonesian,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-italian,Sadaltager,google/gemini-2.5-pro-preview-tts,male,italian,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-japanese,Sadaltager,google/gemini-2.5-pro-preview-tts,male,japanese,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-korean,Sadaltager,google/gemini-2.5-pro-preview-tts,male,korean,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-portuguese,Sadaltager,google/gemini-2.5-pro-preview-tts,male,portuguese,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-russian,Sadaltager,google/gemini-2.5-pro-preview-tts,male,russian,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-dutch,Sadaltager,google/gemini-2.5-pro-preview-tts,male,dutch,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-polish,Sadaltager,google/gemini-2.5-pro-preview-tts,male,polish,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-thai,Sadaltager,google/gemini-2.5-pro-preview-tts,male,thai,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-turkish,Sadaltager,google/gemini-2.5-pro-preview-tts,male,turkish,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-vietnamese,Sadaltager,google/gemini-2.5-pro-preview-tts,male,vietnamese,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-romanian,Sadaltager,google/gemini-2.5-pro-preview-tts,male,romanian,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-ukrainian,Sadaltager,google/gemini-2.5-pro-preview-tts,male,ukrainian,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-bengali,Sadaltager,google/gemini-2.5-pro-preview-tts,male,bengali,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-marathi,Sadaltager,google/gemini-2.5-pro-preview-tts,male,marathi,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-tamil,Sadaltager,google/gemini-2.5-pro-preview-tts,male,tamil,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-sadaltager-telugu,Sadaltager,google/gemini-2.5-pro-preview-tts,male,telugu,knowledgeable,Friendly; enthusiastic male voice; ideal for speeches and presentations
gemini-flash-zephyr-chinese,Zephyr,google/gemini-2.5-flash-preview-tts,female,chinese,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-arabic,Zephyr,google/gemini-2.5-flash-preview-tts,female,arabic,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-german,Zephyr,google/gemini-2.5-flash-preview-tts,female,german,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-english,Zephyr,google/gemini-2.5-flash-preview-tts,female,english,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-spanish,Zephyr,google/gemini-2.5-flash-preview-tts,female,spanish,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-french,Zephyr,google/gemini-2.5-flash-preview-tts,female,french,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-hindi,Zephyr,google/gemini-2.5-flash-preview-tts,female,hindi,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-indonesian,Zephyr,google/gemini-2.5-flash-preview-tts,female,indonesian,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-italian,Zephyr,google/gemini-2.5-flash-preview-tts,female,italian,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-japanese,Zephyr,google/gemini-2.5-flash-preview-tts,female,japanese,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-korean,Zephyr,google/gemini-2.5-flash-preview-tts,female,korean,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-portuguese,Zephyr,google/gemini-2.5-flash-preview-tts,female,portuguese,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-russian,Zephyr,google/gemini-2.5-flash-preview-tts,female,russian,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-dutch,Zephyr,google/gemini-2.5-flash-preview-tts,female,dutch,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-polish,Zephyr,google/gemini-2.5-flash-preview-tts,female,polish,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-thai,Zephyr,google/gemini-2.5-flash-preview-tts,female,thai,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-turkish,Zephyr,google/gemini-2.5-flash-preview-tts,female,turkish,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-vietnamese,Zephyr,google/gemini-2.5-flash-preview-tts,female,vietnamese,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-romanian,Zephyr,google/gemini-2.5-flash-preview-tts,female,romanian,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-ukrainian,Zephyr,google/gemini-2.5-flash-preview-tts,female,ukrainian,bright,Energetic; bright voice. Ideal for lively and upbeat content
gemini-flash-zephyr-bengali,Zephyr,google/gemini-2.5-flash-preview-tts,female,bengali,bright,Energetic; bright voice. Ideal for lively and upbeat content
